Date,id,Lesson,Grade,Тема
2023-03-20,9c6c3067-e976-4229-8c67-a9798d68d9b1,True,11,ХВИЛЬОВА І КВАНТОВА ОПТИКА
2023-03-22,8246f9fa-6ee1-4a51-aed5-ce87ec0d1eb8,True,9,РУХ І ВЗАЄМОДІЯ
2023-03-24,1827b3b3-f4c1-466c-a8c9-7773d1158ad7,True,9,РУХ І ВЗАЄМОДІЯ
2023-04-05,3a97b506-b74b-4aa1-8f82-a9dc3bee00a0,True,9,РУХ І ВЗАЄМОДІЯ
2023-04-07,eed33299-b3d9-4c1e-a857-6dbf86af6bee,False,9,ЗАКОНИ ЗБЕРЕЖЕННЯ
2023-04-12,34273a45-3ac7-435f-bba9-bb03de45754f,True,11,АТОМНА І ЯДЕРНА ФІЗИКА
2023-04-12,33eeb375-5b66-493c-8092-96cf4fff980e,True,9,ЗАКОНИ ЗБЕРЕЖЕННЯ
2023-04-14,f3068689-9365-42ca-bffd-41dafb4f11da,True,9,ЗАКОНИ ЗБЕРЕЖЕННЯ
2023-04-17,e9abe766-a5b5-4465-9144-be0b7b9a74a2,True,11,АТОМНА І ЯДЕРНА ФІЗИКА
2023-04-19,d051c8bf-9b15-40a7-a45f-82e22a504adf,True,9,ЗАКОНИ ЗБЕРЕЖЕННЯ
2023-04-21,bf33538f-4888-4b91-b02c-76c99eb2345e,True,9,ЗАКОНИ ЗБЕРЕЖЕННЯ
2023-04-26,7f374f54-9b62-4ff2-85a1-1a00b57a631b,False,9,ЗАКОНИ ЗБЕРЕЖЕННЯ
2023-04-28,265db305-fe1e-4846-93cd-4d0f8732c7d5,True,9,ЗАКОНИ ЗБЕРЕЖЕННЯ
2023-05-03,2bccc4ec-afc8-42e7-a4b1-3adac237f634,True,9,ЗАКОНИ ЗБЕРЕЖЕННЯ
